Heilerziehungspflegerin	Heil|erziehungs|pflegerin
Alternative	Alternative
Politikprozeß	Politik|prozeß
Feierabendbier	Feierabend|bier
Donauausbau	Donau|ausbau
Medienpräsenz	Medien|präsenz
Elternorganisation	Eltern|organisation
Sicherstellung	Sicherstellung
Werbeprämie	Werbe|prämie
Ulenspiegel	Ulenspiegel
Fehlanzeige	Fehl|anzeige
Spurenmaterial	Spuren|material
Ausscheiden	Ausscheiden
Hauptkategorie	Haupt|kategorie
Gesamtanalyse	Gesamt|analyse
Lektüreempfehlung	Lektüre|empfehlung
Bildungshorizont	Bildungs|horizont
Vermißtenanzeige	Vermißten|anzeige
Feuerwehrbeamte	Feuerwehrbeamte
Vertriebene	Vertriebene
Beerenwanze	Beeren|wanze
Sozialphilosophie	Sozial|philosophie
Strandbesuch	Strand|besuch
Autobahnausfahrt	Autobahn|ausfahrt
Wettbewerbsbeschränkung	Wettbewerbs|beschränkung
Scheidungsgrund	Scheidungs|grund
Religionsgemeinschaft	Religions|gemeinschaft
Kreuzritter	Kreuz|ritter
Schlachthofstraße	Schlacht|hof|straße
Tabakspfeife	Tabaks|pfeife
Dienstleistungsbüro	Dienstleistungs|büro
Diskriminierungserfahrung	Diskriminierungs|erfahrung
Buchangebot	Buch|angebot
Inkubationsphase	Inkubations|phase
Jungkommunist	Jung|kommunist
Militärradio	Militär|radio
Frührentnerin	Früh|rentnerin
Mediensektor	Medien|sektor
Staffelwettbewerb	Staffel|wettbewerb
Moderatorin	Moderatorin
Zwergdackel	Zwerg|dackel
Quintenzirkel	Quinten|zirkel
Privatkapelle	Privat|kapelle
Waffenhändler	Waffen|händler
Katholische	Katholische
Anbiederung	Anbiederung
Königskette	Königs|kette
Ferienverkehr	Ferien|verkehr
Pflasterung	Pflasterung
Schulfreundin	Schul|freundin
Treppengang	Treppen|gang
Schulungsprogramm	Schulungs|programm
Speisestärke	Speise|stärke
Architekturschule	Architektur|schule
Mineralbrunnen	Mineral|brunnen
Bundestagsabgeordnete	Bundestags|abgeordnete
Hufeisennase	Hufeisen|nase
Gesetzesverletzung	Gesetzes|verletzung
Mittlerrolle	Mittler|rolle
Reichspropagandaministerium	Reichs|propaganda|ministerium
Leseempfehlung	Lese|empfehlung
Mieterliste	Mieter|liste
Scheinmoral	Schein|moral
Hausmülltonne	Haus|müll|tonne
Souveränitätsanspruch	Souveränitäts|anspruch
Parlamentswahl	Parlaments|wahl
Bushaltestelle	Bus|haltestelle
Entsorgungstechnologie	Entsorgungs|technologie
Fahrgeräusch	Fahr|geräusch
Weltfußball	Welt|fußball
Schriftzeile	Schrift|zeile
Austauschteil	Austausch|teil
Qualitätsgarantie	Qualitäts|garantie
Friedensgruß	Friedens|gruß
Regenrennen	Regen|rennen
Feiertagsmorgen	Feiertags|morgen
Fastenpredigt	Fasten|predigt
Kursteilnehmerin	Kurs|teilnehmerin
Fahrradfahren	Fahrrad|fahren
Zusammenklappen	Zusammenklappen
Totschlagargument	Tot|schlag|argument
Hauptvertreter	Haupt|vertreter
Fremdwasser	Fremd|wasser
Orangenhain	Orangen|hain
Kirchentagspräsidentin	Kirchen|tags|präsidentin
Bundespräsidium	Bundes|präsidium
Steinewerfen	Steine|werfen
Blaustrumpf	Blau|strumpf
Segregation	Segregation
Zahnschmerz	Zahn|schmerz
Königsrecht	Königs|recht
Langeweiler	Langeweiler
Baßverstärker	Baßverstärker
Schleimpilz	Schleim|pilz
Demonstrant	Demonstrant
Konspirationstheorie	Konspirations|theorie
Reichweitenvorteil	Reichweiten|vorteil
Theaterverein	Theater|verein
Völkerwanderung	Völkerwanderung
Prozessionsstraße	Prozessions|straße
Steuerstreik	Steuer|streik
Musikunterricht	Musik|unterricht
Kunstlosigkeit	Kunstlosigkeit
Staatsmännische	Staatsmännische
Handlungsrichtlinie	Handlungs|richtlinie
Knastjargon	Knast|jargon
Bündnismitglied	Bündnis|mitglied
Holzschwert	Holz|schwert
Spielabschnitt	Spiel|abschnitt
Schwarzafrikaner	Schwarz|afrikaner
Sonderschulklasse	Sonderschulklasse
Straßenfasching	Straßen|fasching
Mordbrenner	Mord|brenner
Gefangenenzeitschrift	Gefangenenzeitschrift
Auslandsprojekt	Auslands|projekt
Verhältnismäßigkeit	Verhältnismäßigkeit
Nichtaufgabe	Nichtaufgabe
Grenzschließung	Grenz|schließung
Fahrzeugverkauf	Fahrzeug|verkauf
Wahlwettbewerb	Wahl|wettbewerb
Oberbürgermeisterkandidatin	Oberbürgermeister|kandidatin
Außenministerrat	Außenminister|rat
Speckgürtel	Speck|gürtel
Doppelwesen	Doppel|wesen
Realitätssicht	Realitäts|sicht
Denkvermögen	Denk|vermögen
Belastungsfähigkeit	Belastungs|fähigkeit
Projektsteuerung	Projekt|steuerung
Mittelstreckenläuferin	Mittel|strecken|läuferin
Erntezeitpunkt	Ernte|zeit|punkt
Wasserzweckverband	Wasser|zweck|verband
Berufsschicht	Berufs|schicht
Klimaschutz	Klima|schutz
Deutschaufsatz	Deutsch|aufsatz
Zehnjahresfrist	Zehnjahresfrist
Militärkaste	Militär|kaste
Aufschütten	Aufschütten
Geschwindigkeitssünder	Geschwindigkeits|sünder
Zivilgesellschaft	Zivil|gesellschaft
Grundrepertoire	Grund|repertoire
Produktionsproblem	Produktions|problem
Gefälligkeit	Gefälligkeit
Heimverwaltung	Heim|verwaltung
Wirklichkeitsverlust	Wirklichkeits|verlust
Gruppenantrag	Gruppen|antrag
Mittagspause	Mittags|pause
Taxiverkehr	Taxi|verkehr
Antiquitätengeschäft	Antiquitäten|geschäft
Minimallohn	Minimal|lohn
Umweltanalyse	Umwelt|analyse
Kleinkindalter	Kleinkind|alter
Herrenmenschenmentalität	Herren|menschen|mentalität
Programmausschuß	Programm|ausschuß
Naturschutzgruppe	Naturschutz|gruppe
Eichenallee	Eichen|allee
Lieblingsdichter	Lieblings|dichter
Minimalbedarf	Minimal|bedarf
Spendenzweck	Spenden|zweck
Bildungsfahrt	Bildungs|fahrt
Menschenfeindlichkeit	Menschen|feindlichkeit
Motorradstaffel	Motorrad|staffel
Erlössteigerung	Erlös|steigerung
Motorleistung	Motor|leistung
Sonnengöttin	Sonnen|göttin
Menschenauge	Menschen|auge
Sozialsenator	Sozial|senator
Existenzbeweis	Existenz|beweis
Arbeitslosengeld	Arbeitslosengeld
Backwarenfabrik	Backwaren|fabrik
Personalienfeststellung	Personalien|fest|stellung
Schauprozeß	Schau|prozeß
Gesamtgremien	Gesamtgremien
Rechtextremismus	Recht|extremismus
Schalksnarr	Schalks|narr
Todesstille	Todes|stille
Zugfahrkarte	Zug|fahrkarte
Gedenkkultur	Gedenk|kultur
Frontalangriff	Frontal|angriff
Saisonleistung	Saison|leistung
Einwanderungsreform	Einwanderungs|reform
Kühlschrank	Kühlschrank
Bewirtschaftungsform	Bewirtschaftungs|form
Schlachtensee	Schlachten|see
Konkurrenzvorteil	Konkurrenz|vorteil
Rauchsignal	Rauch|signal
Mindestforderung	Mindestforderung
Zwangszustand	Zwangs|zustand
Einsetzungsbeschluß	Einsetzungs|beschluß
Generalsekretär	General|sekretär
Methodistenkirche	Methodisten|kirche
Autoimmunerkrankung	Autoimmun|erkrankung
Vandalismusschäden	Vandalismusschäden
Flächenmangel	Flächen|mangel
Plastikfabrik	Plastik|fabrik
Unterwasserbasis	Unterwasserbasis
Beschnüffeln	Beschnüffeln
Wunderkammer	Wunder|kammer
Delegiertenliste	Delegierten|liste
Kaukasusregion	Kaukasus|region
Kassenschublade	Kassen|schublade
Dienstaufgabe	Dienst|aufgabe
Papierstückchen	Papier|stückchen
Straßenfahrer	Straßen|fahrer
Kurzstreckenflug	Kurz|strecken|flug
Grünlandfläche	Grün|land|fläche
Uniformität	Uniformität
Arreststrafe	Arrest|strafe
Kinderschokolade	Kinder|schokolade
Registergericht	Register|gericht
Festtagstorte	Festtags|torte
Testsituation	Test|situation
Regentropfen	Regen|tropfen
Religionslehrer	Religions|lehrer
Gesinnungskartei	Gesinnungs|kartei
Chefdirigent	Chef|dirigent
Sonderumlage	Sonderumlage
Streifenwagen	Streifen|wagen
Wirtschaftswachstum	Wirtschafts|wachstum
Regierungselite	Regierungs|elite
Betreuungskonzept	Betreuungs|konzept
Federkissen	Feder|kissen
Bildungsangebot	Bildungs|angebot
Barmherzigkeit	Barmherzigkeit
Bibliotheksnutzung	Bibliotheks|nutzung
Stückgutfrachter	Stückgut|frachter
Baukostenobergrenze	Bau|kosten|obergrenze
Kinderbetreuungskosten	Kinder|betreuungs|kosten
Silberstein	Silber|stein
Landesliste	Landes|liste
Massenverkehrsmittel	Massen|verkehrs|mittel
Schaltphase	Schalt|phase
Umverteilung	Umverteilung
Rohstoffressource	Rohstoff|ressource
Untergrundkrieg	Untergrund|krieg
Rückenansicht	Rücken|ansicht
Massenprogramm	Massen|programm
Vergänglichkeit	Vergänglichkeit
Züchtigungsrecht	Züchtigungs|recht
Sonntagsrede	Sonntags|rede
Frauengemeinschaft	Frauen|gemeinschaft
Spiegelglanz	Spiegel|glanz
Gegenrezept	Gegenrezept
Haschischpfeife	Haschisch|pfeife
Massensterben	Massen|sterben
Materialschäden	Materialschäden
Einkommensbereich	Einkommens|bereich
Baustelleneinrichtung	Baustelle|nein|richtung
Randerscheinung	Rand|erscheinung
Jammergestalt	Jammer|gestalt
Dorfentwicklung	Dorf|entwicklung
Freilaufende	Frei|lauf|ende
Einwandererfamilie	Einwanderer|familie
Sterblichkeit	Sterblichkeit
Architekturprofessor	Architektur|professor
Kindertagesheim	Kinder|tages|heim
Menschenfresser	Menschenfresser
Flugzeugkörper	Flugzeug|körper
Ottoversand	Otto|versand
Studienbrief	Studien|brief
Geschäftsreiseverkehr	Geschäfts|reise|verkehr
Fallensteller	Fallens|teller
Abbruchreif	Abbruch|reif
Gesellschaftskapital	Gesellschafts|kapital
Nudelauflauf	Nudel|auflauf
Deichanlage	Deich|anlage
Sonnenschutzfaktor	Sonnen|schutz|faktor
Studienphase	Studien|phase
Eingereiste	Eingereiste
Schlußeffekt	Schlußeffekt
Erscheinungsform	Erscheinungs|form
Verpackungsmittel	Verpackungs|mittel
Informationskreis	Informations|kreis
Mitternachtssonne	Mitternachts|sonne
Kontrollbürokratie	Kontroll|bürokratie
Kriminalitätsbelastung	Kriminalitäts|belastung
Tourismusbetrieb	Tourismus|betrieb
Volksdemonstration	Volks|demonstration
Kinobetrieb	Kino|betrieb
Jüdischsein	Jüdisch|sein
Ehrenposten	Ehren|posten
Feierabendbeschäftigung	Feierabend|beschäftigung
Motorradwartung	Motorrad|wartung
Stimmenfänger	Stimmen|fänger
Gemeinschaftssteuer	Gemeinschafts|steuer
Effektivverzinsung	Effektiv|verzinsung
Sonnenschützer	Sonnen|schützer
Stadtviertel	Stadtviertel
Wochenstunde	Wochen|stunde
Märchenstunde	Märchen|stunde
Kabarettistin	Kabarettistin
Betroffenheitskultur	Betroffenheits|kultur
Sozialhilfeträger	Sozialhilfe|träger
Referenzmenge	Referenz|menge
Blindenheim	Blinden|heim
Reglementierung	Reglementierung
Mietzahlung	Miet|zahlung
Mittelstand	Mittelstand
Medienkartell	Medien|kartell
Gegengewalt	Gegengewalt
Vollstreckungsbehörde	Voll|streckungs|behörde
Innenstadtkonzept	Innenstadt|konzept
Erdrückende	Erdrück|ende
Gruppendienst	Gruppen|dienst
Firmenbezeichnung	Firmen|bezeichnung
Einzelverbraucher	Einzel|verbraucher
Wahlheimatstadt	Wahl|heimat|stadt
Auslandsspionage	Auslands|spionage
Ortungssystem	Ortungs|system
Produkthaftungsgesetz	Produkt|haftungs|gesetz
Alleinstellungsmerkmal	All|einstellungs|merkmal
Gedankenverbindung	Gedanken|verbindung
Schildbürger	Schild|bürger
Fluggenehmigung	Flug|genehmigung
Igelfleisch	Igel|fleisch
Regionalturnier	Regional|turnier
Forschungsinitiative	Forschungs|initiative
Verdauungsspaziergang	Verdauungs|spaziergang
Beschlagnahmebeschluß	Beschlagnahmebeschluß
Spülmaschine	Spülmaschine
Wirtschaftsverkehr	Wirtschafts|verkehr
Predigerseminar	Prediger|seminar
Hormonspritze	Hormon|spritze
Hotelkauffrau	Hotel|kauf|frau
Zukunftsthema	Zukunfts|thema
Voraussetzung	Voraussetzung
Parkberechtigung	Park|berechtigung
Steigerungsrate	Steigerungs|rate
Angeworbenen	Angeworbenen
Vereidigungszeremonie	Vereidigungs|zeremonie
Biobrötchen	Bio|brötchen
Bürgerwunsch	Bürger|wunsch
Anatomieatlas	Anatomie|atlas
Produktionsmanagement	Produktions|management
Gewebeuntersuchung	Gewebe|untersuchung
Getriebensein	Getriebensein
Heimatbindung	Heimat|bindung
Pseudoerklärung	Pseudoerklärung
Reformpartei	Reform|partei
Küstenkilometer	Küsten|kilometer
Wahlkampfwoche	Wahlkampf|woche
Streckenverlängerung	Strecken|verlängerung
Beamtensektor	Beamtensektor
Erkrankungsfall	Erkrankungs|fall
Hinterausgang	Hinterausgang
Fliegenpapier	Fliegen|papier
Fortbildungsprogramm	Fortbildungs|programm
Verlegertätigkeit	Verleger|tätigkeit
Standardbrei	Standard|brei
Nachzuprüfen	Nachzuprüfen
Pflanzenabfall	Pflanzen|abfall
Weiterkampf	Weiter|kampf
Produktmarke	Produkt|marke
Realisierungsmöglichkeit	Realisierungs|möglichkeit
Büchermesse	Büchermesse
Fusionsversuch	Fusions|versuch
Ölmilliarde	Öl|milliarde
Wasserqualität	Wasser|qualität
Haifischzahn	Hai|fisch|zahn
Palastbewohner	Palast|bewohner
Schmerzempfindlichkeit	Schmerz|empfindlichkeit
Gegensatzpaar	Gegensatz|paar
Handelsprivilegium	Handels|privilegium
Atomfrachter	Atom|frachter
Verweigerungsrecht	Verweigerungs|recht
Schadenfreude	Schaden|freude
Höchstförderung	Höchst|förderung
Schlüsseltext	Schlüssel|text
Trainingszentrum	Trainings|zentrum
Zweitwichtigste	Zweit|wichtigste
Sachgeschichte	Sach|geschichte
Neandertaler	Neandertaler
Finanzbereich	Finanz|bereich
Stigmatisierung	Stigmatisierung
Behindertenausweis	Behinderten|ausweis
Tarifangleichung	Tarif|angleichung
Beitrittsformular	Beitritts|formular
Palästinensergebiet	Palästinenser|gebiet
Behördenkantine	Behörden|kantine
Lieblingsland	Lieblings|land
Verkehrspolitik	Verkehrs|politik
Fahrzeugelektronik	Fahrzeug|elektronik
Beneidenswerte	Beneidenswerte
Spießbraten	Spieß|braten
Grundwasserbrunnen	Grund|wasser|brunnen
Fahrradstation	Fahrrad|station
Ziegelstein	Ziegel|stein
Gebäudesubstanz	Gebäude|substanz
Gesellschaftsbetrachtung	Gesellschafts|betrachtung
Judenevakuierung	Juden|evakuierung
Moscheenverein	Moscheen|verein
Vorstellungswelt	Vorstellungs|welt
Energiesparhaus	Energie|spar|haus
Expertenstimme	Experten|stimme
Ausschwenken	Ausschwenken
Gewerkschaftsliste	Gewerkschafts|liste
Animalische	Animalische
Gehirnflüssigkeit	Gehirn|flüssigkeit
Eitergeschwür	Eiter|geschwür
Mehrweggebinde	Mehrweg|gebinde
Obersalzberg	Obersalzberg
Freudensprung	Freuden|sprung
Imageaufbesserung	Image|aufbesserung
Abschlußdiplom	Abschlußdiplom
Prüfungsort	Prüfungs|ort
Mineralienvorkommen	Mineralien|vorkommen
Ostschweizer	Ost|schweizer
Nationalratspräsidentin	National|rats|präsidentin
Polizeihilfe	Polizei|hilfe
Routinetätigkeit	Routine|tätigkeit
Selbstverständnis	Selbst|verständnis
Kochtopfset	Kochtopf|set
Kreditgarantie	Kredit|garantie
Schwesternschaft	Schwesternschaft
Rübermachen	Rübermachen
Nordseegarnele	Nordsee|garnele
Kontaktlinse	Kontakt|linse
Rechtsgerichtete	Rechtsgerichtete
Spielcasino	Spiel|casino
Diplomatenfamilie	Diplomaten|familie
Supersportler	Supersportler
Nichtvergabe	Nichtvergabe
Länderkunde	Länderkunde
Entwicklungsthema	Entwicklungs|thema
Entschlußfreudigkeit	Entschlußfreudigkeit
Stadtratsarbeit	Stadt|rats|arbeit
Negativnachricht	Negativ|nachricht
Fernsehhersteller	Fernseh|hersteller
Dauerkranke	Dauer|kranke
Massenzuwanderung	Massen|zuwanderung
Legitimationspapier	Legitimations|papier
Zulassungsstopp	Zulassungs|stopp
Beamtenfußball	Beamtenfußball
Höhenmessung	Höhen|messung
Förderungshöhe	Förderungs|höhe
Unterdrückungsstaat	Unterdrückungs|staat
Koalitionsbruch	Koalitions|bruch
Sammlungsbau	Sammlungs|bau
Basissicherheit	Basis|sicherheit
Demutshaltung	Demuts|haltung
Lehrerüberschuß	Lehrer|überschuß
Riesenangst	Riesen|angst
Respektlosigkeit	Respektlosigkeit
Wehrerziehung	Wehr|erziehung
Geistesgegenwärtigkeit	Geistesgegenwärtigkeit
Veränderungsverbot	Veränderungs|verbot
Expeditionsteam	Expeditions|team
Reichstagsgebäude	Reichstags|gebäude
Propagandastil	Propaganda|stil
Abgebildete	Abgebildete
Lawinenunfall	Lawinen|unfall
Schmiergeldskandal	Schmier|geld|skandal
Ausgleichsleistungsgesetz	Ausgleichs|leistungs|gesetz
Berlinzulage	Berlin|zulage
Investieren	Investieren
Renaultfahrer	Renault|fahrer
Tiermediziner	Tier|mediziner
Polizeiaufgebot	Polizei|aufgebot
Hilfeleistung	Hilfe|leistung
Konkurrenzorganisation	Konkurrenz|organisation
Kirschtomate	Kirsch|tomate
Fußballverein	Fußball|verein
Morgenappell	Morgen|appell
Niedriglohnsektor	Niedrig|lohn|sektor
Produktionssphäre	Produktions|sphäre
Selbstverhältnis	Selbst|verhältnis
Diskussionsende	Diskussions|ende
Wasserverdrängung	Wasser|verdrängung
Nichtanlieger	Nichtanlieger
Parteiakademie	Partei|akademie
Karteikasten	Kartei|kasten
Seitenlinie	Seiten|linie
Sonnengarantie	Sonnen|garantie
Glaubensabfall	Glaubens|abfall
Werkstattbesitzer	Werkstatt|besitzer
Lustprinzip	Lust|prinzip
Sprachregelung	Sprach|regelung
Zusammenflicken	Zusammenflicken
Weltbeschreibung	Welt|beschreibung
Hausgemeinschaft	Haus|gemeinschaft
Ausgangsbeschränkung	Ausgangs|beschränkung
Bedürftigkeitsprüfung	Bedürftigkeits|prüfung
Haushaltungsschule	Haushaltungs|schule
Nazideutsche	Nazi|deutsche
Vertrauensarzt	Vertrauens|arzt
Requisiteurin	Requisiteurin
Stromerzeuger	Strom|erzeuger
Jahrhunderttausend	Jahrhundert|tausend
Einwegverpackung	Einweg|verpackung
Föderalregierung	Föderal|regierung
Straßenstrich	Straßen|strich
Bildpropaganda	Bild|propaganda
Hungermarsch	Hunger|marsch
Zwischensprache	Zwischen|sprache
Kneipengang	Kneipen|gang
Flughafensee	Flughafen|see
Bundessoldat	Bundes|soldat
Männergestalt	Männergestalt
Steuerhinterziehung	Steuerhinterziehung
Versammlungsbeginn	Versammlungs|beginn
Textvergleich	Text|vergleich
Kampfabbruch	Kampf|abbruch
Regierungsmitglied	Regierungs|mitglied
Hexenzauber	Hexen|zauber
Antiintellektualismus	Antiintellektualismus
Preisstatistik	Preis|statistik
Orientierungsmarke	Orientierungs|marke
Gleichstellungsausschuß	Gleich|stellungs|ausschuß
Herzinfarkt	Herzinfarkt
Massenarbeit	Massen|arbeit
Angestelltenfamilie	Angestellten|familie
Sektenexperte	Sekten|experte
Grüncontainer	Grün|container
Jerusalemfrage	Jerusalem|frage
Fahrkartenkontrolleurin	Fahrkarten|kontrolle|urin
Alkoholmißbrauch	Alkohol|mißbrauch
Sprachgebrauch	Sprach|gebrauch
Abendbrotzeit	Abend|brot|zeit
Bezirkschef	Bezirks|chef
Gesichtsfarbe	Gesichts|farbe
Hauptsacheentscheidung	Haupt|sache|entscheidung
Kinderpornographie	Kinder|pornographie
Desinfektionsmittel	Desinfektions|mittel
Kurzgeschichte	Kurzgeschichte
Maulfaulheit	Maul|faulheit
Arbeitsteilung	Arbeits|teilung
Unzertrennliche	Unzertrennliche
Lastenausgleichsabgabe	Lasten|ausgleichs|abgabe
Großsiedlung	Groß|siedlung
Polizeimannschaft	Polizei|mannschaft
Frontbewährung	Front|bewährung
Akutstation	Akut|station
Kostümbildner	Kostüm|bildner
Kommissionssprecherin	Kommissions|sprecherin
Spendewillige	Spende|willige
Waidgenosse	Waid|genosse
Umwelttechniker	Umwelt|techniker
Pferdeschwanz	Pferde|schwanz
Bildungselite	Bildungs|elite
Landesgemeinde	Landes|gemeinde
Verwaltungshaft	Verwaltungs|haft
Militärgebäude	Militär|gebäude
Korruptionsfall	Korruptions|fall
Parterrewohnung	Parterre|wohnung
Spritzmittel	Spritz|mittel
Notdürftigste	Notdürftigste
Friedrichshagener	Friedrichs|hagener
Parteifreund	Partei|freund
Bleiberechtsregelung	Bleibe|rechts|regelung
Wasserspiegel	Wasser|spiegel
Organräuber	Organ|räuber
Vorfeldaufklärung	Vorfeld|aufklärung
Unikarriere	Uni|karriere
Großmastbetrieb	Groß|mast|betrieb
Entspannungsmusik	Entspannungs|musik
Hochschulzeit	Hochschul|zeit
Spitzelaffäre	Spitzel|affäre
Bundesratsbeschluß	Bundesrats|beschluß
Energiemeßgerät	Energiemeßgerät
Abtreibungspraxen	Abtreibungspraxen
Interessenkollision	Interessen|kollision
Theorieorgan	Theorie|organ
Erzieherschule	Erzieher|schule
Freiheitspathos	Freiheits|pathos
Gastgeberstaat	Gastgeber|staat
Gartengemüse	Garten|gemüse
Geschäftsbesorgung	Geschäfts|besorgung
Religionswissenschaft	Religions|wissenschaft
Charakterfehler	Charakter|fehler
Diffamieren	Diffamieren
Schadensminderungspflicht	Schadens|minderungs|pflicht
Zwanzigtausend	Zwanzigtausend
Pflegefamilie	Pflege|familie
Juraprofessorin	Jura|professorin
Geruchsemission	Geruchs|emission
Fernabfrage	Fern|abfrage
Richterernennung	Richter|ernennung
Straßenleuchte	Straßen|leuchte
Kleinkalibermunition	Klein|kaliber|munition
Lieblingsserie	Lieblings|serie
Werkzeugfabrik	Werkzeug|fabrik
Wochenbeginn	Wochen|beginn
Pioniertruppe	Pionier|truppe
Grundschulkind	Grund|schul|kind
Erlaubnisschein	Erlaubnis|schein
Arbeiterklientel	Arbeiter|klientel
Fahrradversicherung	Fahrrad|versicherung
Frosteinbruch	Frost|einbruch
Verhaltenskodex	Verhaltens|kodex
Grundbestand	Grund|bestand
Veranstalterverein	Veranstalter|verein
Faschingsmuffel	Faschings|muffel
Kindersklavenarbeit	Kinder|sklaven|arbeit
Dramaturgieassistentin	Dramaturgie|assistentin
Einkommenschance	Einkommens|chance
Arbeiterkneipe	Arbeiter|kneipe
Fraktionsmanager	Fraktions|manager
Unipsychologe	Uni|psychologe
Flugerlebnis	Flug|erlebnis
Spielbeschreibung	Spiel|beschreibung
Beitragsbemessung	Beitrags|bemessung
Fußgängerweg	Fußgänger|weg
Bewährungsstrafe	Bewährungs|strafe
Schreibversuch	Schreib|versuch
Schlafzimmereinrichtung	Schlaf|zimmer|einrichtung
Teufelsbrücke	Teufels|brücke
Ferienreise	Ferien|reise
Schuldenkette	Schulden|kette
Schutzargument	Schutz|argument
Reichszentrale	Reichs|zentrale
Schweinsnase	Schweins|nase
Anschlußzahl	Anschlußzahl
Beteiligungsverfahren	Beteiligungs|verfahren
Schokoladencreme	Schokoladen|creme
Einzelspielerin	Einzel|spielerin
Solarförderung	Solar|förderung
Ausbauphase	Ausbau|phase
Problembewußtsein	Problem|bewußtsein
Relegationsspiel	Relegations|spiel
Bildungswelt	Bildungs|welt
Rechenschritt	Rechen|schritt
Nikolausabend	Nikolaus|abend
Eisenbahnschwelle	Eisenbahn|schwelle
Politikdarsteller	Politik|darsteller
Halsüberkopf	Hals|über|kopf
Nachbargemeinde	Nachbar|gemeinde
Anwaltsserie	Anwalts|serie
Papierabfall	Papier|abfall
Sonnenlicht	Sonnen|licht
Schwindelanfall	Schwindel|anfall
Frontberichterstattung	Front|bericht|erstattung
Abgabepflichtige	Abgabepflichtige
Skandaljahr	Skandal|jahr
Erholungstag	Erholungs|tag
Behandlungsdauer	Behandlungs|dauer
Privatstaat	Privat|staat
Griffschalen	Griff|schalen
Vorderladerpistole	Vorderlader|pistole
Zeitungsläden	Zeitungsläden
Ruderregatta	Ruder|regatta
